key,gloss,word_class,root,form_label,surface_form
t'ub',sun,noun,t'-b'-?,inanimate.zero.fourth,t'ab'ïff?ïff
pu,moon,noun,p-?-?,child.singular.first,pa?u?uth
pu,moon,noun,p-?-?,child.singular.second,pa?u?uj
pu,moon,noun,p-?-?,child.singular.third,pa?u?ush
pu,moon,noun,p-?-?,child.singular.fourth,pa?u?u
pu,moon,noun,p-?-?,child.plural.first,pa?u?u?uth
pu,moon,noun,p-?-?,child.plural.second,pa?u?u?uj
pu,moon,noun,p-?-?,child.plural.third,pa?u?u?ush
pu,moon,noun,p-?-?,child.plural.fourth,pa?u?u?u
pu,moon,noun,p-?-?,child.collective.first,pæ?i?ith
pu,moon,noun,p-?-?,child.collective.second,pæ?i?ij
pu,moon,noun,p-?-?,child.collective.third,pæ?i?ish
pu,moon,noun,p-?-?,child.collective.fourth,pæ?i?i
pu,moon,noun,p-?-?,child.zero.first,pa?uf?ufth
pu,moon,noun,p-?-?,child.zero.second,pa?uf?ufj
pu,moon,noun,p-?-?,child.zero.third,pa?uf?ufsh
pu,moon,noun,p-?-?,child.zero.fourth,pa?uf?uf
pu,moon,noun,p-?-?,female.singular.first,pa?o?oth
pu,moon,noun,p-?-?,female.singular.second,pa?o?oj
pu,moon,noun,p-?-?,female.singular.third,pa?o?osh
pu,moon,noun,p-?-?,female.singular.fourth,pa?o?o
pu,moon,noun,p-?-?,female.plural.first,pa?o?o?oth
pu,moon,noun,p-?-?,female.plural.second,pa?o?o?oj
pu,moon,noun,p-?-?,female.plural.third,pa?o?o?osh
pu,moon,noun,p-?-?,female.plural.fourth,pa?o?o?o
pu,moon,noun,p-?-?,female.collective.first,pæ?e?eth
pu,moon,noun,p-?-?,female.collective.second,pæ?e?ej
pu,moon,noun,p-?-?,female.collective.third,pæ?e?esh
pu,moon,noun,p-?-?,female.collective.fourth,pæ?e?e
pu,moon,noun,p-?-?,female.zero.first,pa?of?ofth
pu,moon,noun,p-?-?,female.zero.second,pa?of?ofj
pu,moon,noun,p-?-?,female.zero.third,pa?of?ofsh
pu,moon,noun,p-?-?,female.zero.fourth,pa?of?of
pu,moon,noun,p-?-?,male.singular.first,pa?a?ath
pu,moon,noun,p-?-?,male.singular.second,pa?a?aj
pu,moon,noun,p-?-?,male.singular.third,pa?a?ash
pu,moon,noun,p-?-?,male.singular.fourth,pa?a?a
pu,moon,noun,p-?-?,male.plural.first,pa?a?a?ath
pu,moon,noun,p-?-?,male.plural.second,pa?a?a?aj
pu,moon,noun,p-?-?,male.plural.third,pa?a?a?ash
pu,moon,noun,p-?-?,male.plural.fourth,pa?a?a?a
pu,moon,noun,p-?-?,male.collective.first,pæ?æ?æth
pu,moon,noun,p-?-?,male.collective.second,pæ?æ?æj
pu,moon,noun,p-?-?,male.collective.third,pæ?æ?æsh
pu,moon,noun,p-?-?,male.collective.fourth,pæ?æ?æ
pu,moon,noun,p-?-?,male.zero.first,pa?af?afth
pu,moon,noun,p-?-?,male.zero.second,pa?af?afj
pu,moon,noun,p-?-?,male.zero.third,pa?af?afsh
pu,moon,noun,p-?-?,male.zero.fourth,pa?af?af
pu,moon,noun,p-?-?,inanimate.singular.first,pa?ïf?ïfth
pu,moon,noun,p-?-?,inanimate.singular.second,pa?ïf?ïfj
pu,moon,noun,p-?-?,inanimate.singular.third,pa?ïf?ïfsh
pu,moon,noun,p-?-?,inanimate.singular.fourth,pa?ïf?ïf
pu,moon,noun,p-?-?,inanimate.plural.first,pa?ïf?ïf?ïfth
pu,moon,noun,p-?-?,inanimate.plural.second,pa?ïf?ïf?ïfj
pu,moon,noun,p-?-?,inanimate.plural.third,pa?ïf?ïf?ïfsh
pu,moon,noun,p-?-?,inanimate.plural.fourth,pa?ïf?ïf?ïf
pu,moon,noun,p-?-?,inanimate.collective.first,pæ?ïf?ïfth
pu,moon,noun,p-?-?,inanimate.collective.second,pæ?ïf?ïfj
pu,moon,noun,p-?-?,inanimate.collective.third,pæ?ïf?ïfsh
pu,moon,noun,p-?-?,inanimate.collective.fourth,pæ?ïf?ïf
pu,moon,noun,p-?-?,inanimate.zero.first,pa?ïff?ïffth
pu,moon,noun,p-?-?,inanimate.zero.second,pa?ïff?ïffj
pu,moon,noun,p-?-?,inanimate.zero.third,pa?ïff?ïffsh
pu,moon,noun,p-?-?,inanimate.zero.fourth,pa?ïff?ïff
lu,river,noun,l-?-?,inanimate.singular.first,la?ïf?ïfth
lu,river,noun,l-?-?,inanimate.singular.second,la?ïf?ïfj
lu,river,noun,l-?-?,inanimate.singular.third,la?ïf?ïfsh
lu,river,noun,l-?-?,inanimate.singular.fourth,la?ïf?ïf
lu,river,noun,l-?-?,inanimate.plural.first,la?ïf?ïf?ïfth
lu,river,noun,l-?-?,inanimate.plural.second,la?ïf?ïf?ïfj
lu,river,noun,l-?-?,inanimate.plural.third,la?ïf?ïf?ïfsh
lu,river,noun,l-?-?,inanimate.plural.fourth,la?ïf?ïf?ïf
lu,river,noun,l-?-?,inanimate.collective.first,læ?ïf?ïfth
lu,river,noun,l-?-?,inanimate.collective.second,læ?ïf?ïfj
lu,river,noun,l-?-?,inanimate.collective.third,læ?ïf?ïfsh
lu,river,noun,l-?-?,inanimate.collective.fourth,læ?ïf?ïf
lu,river,noun,l-?-?,inanimate.zero.first,la?ïff?ïffth
lu,river,noun,l-?-?,inanimate.zero.second,la?ïff?ïffj
lu,river,noun,l-?-?,inanimate.zero.third,la?ïff?ïffsh
lu,river,noun,l-?-?,inanimate.zero.fourth,la?ïff?ïff
nek,sea,noun,n-?-k,inanimate.singular.first,na?ïfkïfth
nek,sea,noun,n-?-k,inanimate.singular.second,na?ïfkïfj
nek,sea,noun,n-?-k,inanimate.singular.third,na?ïfkïfsh
nek,sea,noun,n-?-k,inanimate.singular.fourth,na?ïfkïf
nek,sea,noun,n-?-k,inanimate.plural.first,na?ïf?ïfkïfth
nek,sea,noun,n-?-k,inanimate.plural.second,na?ïf?ïfkïfj
nek,sea,noun,n-?-k,inanimate.plural.third,na?ïf?ïfkïfsh
nek,sea,noun,n-?-k,inanimate.plural.fourth,na?ïf?ïfkïf
nek,sea,noun,n-?-k,inanimate.collective.first,næ?ïfkïfth
nek,sea,noun,n-?-k,inanimate.collective.second,næ?ïfkïfj
nek,sea,noun,n-?-k,inanimate.collective.third,næ?ïfkïfsh
nek,sea,noun,n-?-k,inanimate.collective.fourth,næ?ïfkïf
nek,sea,noun,n-?-k,inanimate.zero.first,na?ïffkïffth
nek,sea,noun,n-?-k,inanimate.zero.second,na?ïffkïffj
nek,sea,noun,n-?-k,inanimate.zero.third,na?ïffkïffsh
nek,sea,noun,n-?-k,inanimate.zero.fourth,na?ïffkïff
maomao,maomao (bear-sized companion),noun,m-?-m,child.singular.first,ma?umuth
maomao,maomao (bear-sized companion),noun,m-?-m,child.singular.second,ma?umuj
maomao,maomao (bear-sized companion),noun,m-?-m,child.singular.third,ma?umush
maomao,maomao (bear-sized companion),noun,m-?-m,child.singular.fourth,ma?umu
maomao,maomao (bear-sized companion),noun,m-?-m,child.plural.first,ma?u?umuth
maomao,maomao (bear-sized companion),noun,m-?-m,child.plural.second,ma?u?umuj
maomao,maomao (bear-sized companion),noun,m-?-m,child.plural.third,ma?u?umush
maomao,maomao (bear-sized companion),noun,m-?-m,child.plural.fourth,ma?u?umu
maomao,maomao (bear-sized companion),noun,m-?-m,child.collective.first,mæ?imith
maomao,maomao (bear-sized companion),noun,m-?-m,child.collective.second,mæ?imij
maomao,maomao (bear-sized companion),noun,m-?-m,child.collective.third,mæ?imish
maomao,maomao (bear-sized companion),noun,m-?-m,child.collective.fourth,mæ?imi
maomao,maomao (bear-sized companion),noun,m-?-m,child.zero.first,ma?ufmufth
maomao,maomao (bear-sized companion),noun,m-?-m,child.zero.second,ma?ufmufj
maomao,maomao (bear-sized companion),noun,m-?-m,child.zero.third,ma?ufmufsh
maomao,maomao (bear-sized companion),noun,m-?-m,child.zero.fourth,ma?ufmuf
maomao,maomao (bear-sized companion),noun,m-?-m,female.singular.first,ma?omoth
maomao,maomao (bear-sized companion),noun,m-?-m,female.singular.second,ma?omoj
maomao,maomao (bear-sized companion),noun,m-?-m,female.singular.third,ma?omosh
maomao,maomao (bear-sized companion),noun,m-?-m,female.singular.fourth,ma?omo
maomao,maomao (bear-sized companion),noun,m-?-m,female.plural.first,ma?o?omoth
maomao,maomao (bear-sized companion),noun,m-?-m,female.plural.second,ma?o?omoj
maomao,maomao (bear-sized companion),noun,m-?-m,female.plural.third,ma?o?omosh
maomao,maomao (bear-sized companion),noun,m-?-m,female.plural.fourth,ma?o?omo
maomao,maomao (bear-sized companion),noun,m-?-m,female.collective.first,mæ?emeth
maomao,maomao (bear-sized companion),noun,m-?-m,female.collective.second,mæ?emej
maomao,maomao (bear-sized companion),noun,m-?-m,female.collective.third,mæ?emesh
maomao,maomao (bear-sized companion),noun,m-?-m,female.collective.fourth,mæ?eme
maomao,maomao (bear-sized companion),noun,m-?-m,female.zero.first,ma?ofmofth
maomao,maomao (bear-sized companion),noun,m-?-m,female.zero.second,ma?ofmofj
maomao,maomao (bear-sized companion),noun,m-?-m,female.zero.third,ma?ofmofsh
maomao,maomao (bear-sized companion),noun,m-?-m,female.zero.fourth,ma?ofmof
maomao,maomao (bear-sized companion),noun,m-?-m,male.singular.first,ma?amath
maomao,maomao (bear-sized companion),noun,m-?-m,male.singular.second,ma?amaj
maomao,maomao (bear-sized companion),noun,m-?-m,male.singular.third,ma?amash
maomao,maomao (bear-sized companion),noun,m-?-m,male.singular.fourth,ma?ama
maomao,maomao (bear-sized companion),noun,m-?-m,male.plural.first,ma?a?amath
maomao,maomao (bear-sized companion),noun,m-?-m,male.plural.second,ma?a?amaj
maomao,maomao (bear-sized companion),noun,m-?-m,male.plural.third,ma?a?amash
maomao,maomao (bear-sized companion),noun,m-?-m,male.plural.fourth,ma?a?ama
maomao,maomao (bear-sized companion),noun,m-?-m,male.collective.first,mæ?æmæth
maomao,maomao (bear-sized companion),noun,m-?-m,male.collective.second,mæ?æmæj
maomao,maomao (bear-sized companion),noun,m-?-m,male.collective.third,mæ?æmæsh
maomao,maomao (bear-sized companion),noun,m-?-m,male.collective.fourth,mæ?æmæ
maomao,maomao (bear-sized companion),noun,m-?-m,male.zero.first,ma?afmafth
maomao,maomao (bear-sized companion),noun,m-?-m,male.zero.second,ma?afmafj
maomao,maomao (bear-sized companion),noun,m-?-m,male.zero.third,ma?afmafsh
maomao,maomao (bear-sized companion),noun,m-?-m,male.zero.fourth,ma?afmaf
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.singular.first,ma?ïfmïfth
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.singular.second,ma?ïfmïfj
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.singular.third,ma?ïfmïfsh
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.singular.fourth,ma?ïfmïf
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.plural.first,ma?ïf?ïfmïfth
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.plural.second,ma?ïf?ïfmïfj
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.plural.third,ma?ïf?ïfmïfsh
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.plural.fourth,ma?ïf?ïfmïf
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.collective.first,mæ?ïfmïfth
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.collective.second,mæ?ïfmïfj
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.collective.third,mæ?ïfmïfsh
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.collective.fourth,mæ?ïfmïf
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.zero.first,ma?ïffmïffth
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.zero.second,ma?ïffmïffj
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.zero.third,ma?ïffmïffsh
maomao,maomao (bear-sized companion),noun,m-?-m,inanimate.zero.fourth,ma?ïffmïff
dzhabho,bird,noun,dzh-bh-?,child.singular.first,dzhabhu?uth
dzhabho,bird,noun,dzh-bh-?,child.singular.second,dzhabhu?uj
dzhabho,bird,noun,dzh-bh-?,child.singular.third,dzhabhu?ush
dzhabho,bird,noun,dzh-bh-?,child.singular.fourth,dzhabhu?u
dzhabho,bird,noun,dzh-bh-?,child.plural.first,dzhabhubhu?uth
dzhabho,bird,noun,dzh-bh-?,child.plural.second,dzhabhubhu?uj
dzhabho,bird,noun,dzh-bh-?,child.plural.third,dzhabhubhu?ush
dzhabho,bird,noun,dzh-bh-?,child.plural.fourth,dzhabhubhu?u
dzhabho,bird,noun,dzh-bh-?,child.collective.first,dzhæbhi?ith
dzhabho,bird,noun,dzh-bh-?,child.collective.second,dzhæbhi?ij
dzhabho,bird,noun,dzh-bh-?,child.collective.third,dzhæbhi?ish
dzhabho,bird,noun,dzh-bh-?,child.collective.fourth,dzhæbhi?i
dzhabho,bird,noun,dzh-bh-?,child.zero.first,dzhabhuf?ufth
dzhabho,bird,noun,dzh-bh-?,child.zero.second,dzhabhuf?ufj
dzhabho,bird,noun,dzh-bh-?,child.zero.third,dzhabhuf?ufsh
dzhabho,bird,noun,dzh-bh-?,child.zero.fourth,dzhabhuf?uf
dzhabho,bird,noun,dzh-bh-?,female.singular.first,dzhabho?oth
dzhabho,bird,noun,dzh-bh-?,female.singular.second,dzhabho?oj
dzhabho,bird,noun,dzh-bh-?,female.singular.third,dzhabho?osh
dzhabho,bird,noun,dzh-bh-?,female.singular.fourth,dzhabho?o
dzhabho,bird,noun,dzh-bh-?,female.plural.first,dzhabhobho?oth
dzhabho,bird,noun,dzh-bh-?,female.plural.second,dzhabhobho?oj
dzhabho,bird,noun,dzh-bh-?,female.plural.third,dzhabhobho?osh
dzhabho,bird,noun,dzh-bh-?,female.plural.fourth,dzhabhobho?o
dzhabho,bird,noun,dzh-bh-?,female.collective.first,dzhæbhe?eth
dzhabho,bird,noun,dzh-bh-?,female.collective.second,dzhæbhe?ej
dzhabho,bird,noun,dzh-bh-?,female.collective.third,dzhæbhe?esh
dzhabho,bird,noun,dzh-bh-?,female.collective.fourth,dzhæbhe?e
dzhabho,bird,noun,dzh-bh-?,female.zero.first,dzhabhof?ofth
dzhabho,bird,noun,dzh-bh-?,female.zero.second,dzhabhof?ofj
dzhabho,bird,noun,dzh-bh-?,female.zero.third,dzhabhof?ofsh
dzhabho,bird,noun,dzh-bh-?,female.zero.fourth,dzhabhof?of
dzhabho,bird,noun,dzh-bh-?,male.singular.first,dzhabha?ath
dzhabho,bird,noun,dzh-bh-?,male.singular.second,dzhabha?aj
dzhabho,bird,noun,dzh-bh-?,male.singular.third,dzhabha?ash
dzhabho,bird,noun,dzh-bh-?,male.singular.fourth,dzhabha?a
dzhabho,bird,noun,dzh-bh-?,male.plural.first,dzhabhabha?ath
dzhabho,bird,noun,dzh-bh-?,male.plural.second,dzhabhabha?aj
dzhabho,bird,noun,dzh-bh-?,male.plural.third,dzhabhabha?ash
dzhabho,bird,noun,dzh-bh-?,male.plural.fourth,dzhabhabha?a
dzhabho,bird,noun,dzh-bh-?,male.collective.first,dzhæbhæ?æth
dzhabho,bird,noun,dzh-bh-?,male.collective.second,dzhæbhæ?æj
dzhabho,bird,noun,dzh-bh-?,male.collective.third,dzhæbhæ?æsh
dzhabho,bird,noun,dzh-bh-?,male.collective.fourth,dzhæbhæ?æ
dzhabho,bird,noun,dzh-bh-?,male.zero.first,dzhabhaf?afth
dzhabho,bird,noun,dzh-bh-?,male.zero.second,dzhabhaf?afj
dzhabho,bird,noun,dzh-bh-?,male.zero.third,dzhabhaf?afsh
dzhabho,bird,noun,dzh-bh-?,male.zero.fourth,dzhabhaf?af
dzhabho,bird,noun,dzh-bh-?,inanimate.singular.first,dzhabhïf?ïfth
dzhabho,bird,noun,dzh-bh-?,inanimate.singular.second,dzhabhïf?ïfj
dzhabho,bird,noun,dzh-bh-?,inanimate.singular.third,dzhabhïf?ïfsh
dzhabho,bird,noun,dzh-bh-?,inanimate.singular.fourth,dzhabhïf?ïf
dzhabho,bird,noun,dzh-bh-?,inanimate.plural.first,dzhabhïfbhïf?ïfth
dzhabho,bird,noun,dzh-bh-?,inanimate.plural.second,dzhabhïfbhïf?ïfj
dzhabho,bird,noun,dzh-bh-?,inanimate.plural.third,dzhabhïfbhïf?ïfsh
dzhabho,bird,noun,dzh-bh-?,inanimate.plural.fourth,dzhabhïfbhïf?ïf
dzhabho,bird,noun,dzh-bh-?,inanimate.collective.first,dzhæbhïf?ïfth
dzhabho,bird,noun,dzh-bh-?,inanimate.collective.second,dzhæbhïf?ïfj
dzhabho,bird,noun,dzh-bh-?,inanimate.collective.third,dzhæbhïf?ïfsh
dzhabho,bird,noun,dzh-bh-?,inanimate.collective.fourth,dzhæbhïf?ïf
dzhabho,bird,noun,dzh-bh-?,inanimate.zero.first,dzhabhïff?ïffth
dzhabho,bird,noun,dzh-bh-?,inanimate.zero.second,dzhabhïff?ïffj
dzhabho,bird,noun,dzh-bh-?,inanimate.zero.third,dzhabhïff?ïffsh
dzhabho,bird,noun,dzh-bh-?,inanimate.zero.fourth,dzhabhïff?ïff
bsl,tree/goddess (feminine),noun,b-s-l,child.singular.first,basuluth
bsl,tree/goddess (feminine),noun,b-s-l,child.singular.second,basuluj
bsl,tree/goddess (feminine),noun,b-s-l,child.singular.third,basulush
bsl,tree/goddess (feminine),noun,b-s-l,child.singular.fourth,basulu
bsl,tree/goddess (feminine),noun,b-s-l,child.plural.first,basusuluth
bsl,tree/goddess (feminine),noun,b-s-l,child.plural.second,basusuluj
bsl,tree/goddess (feminine),noun,b-s-l,child.plural.third,basusulush
bsl,tree/goddess (feminine),noun,b-s-l,child.plural.fourth,basusulu
bsl,tree/goddess (feminine),noun,b-s-l,child.collective.first,bæsilith
bsl,tree/goddess (feminine),noun,b-s-l,child.collective.second,bæsilij
bsl,tree/goddess (feminine),noun,b-s-l,child.collective.third,bæsilish
bsl,tree/goddess (feminine),noun,b-s-l,child.collective.fourth,bæsili
bsl,tree/goddess (feminine),noun,b-s-l,child.zero.first,basuflufth
bsl,tree/goddess (feminine),noun,b-s-l,child.zero.second,basuflufj
bsl,tree/goddess (feminine),noun,b-s-l,child.zero.third,basuflufsh
bsl,tree/goddess (feminine),noun,b-s-l,child.zero.fourth,basufluf
bsl,tree/goddess (feminine),noun,b-s-l,female.singular.first,basoloth
bsl,tree/goddess (feminine),noun,b-s-l,female.singular.second,basoloj
bsl,tree/goddess (feminine),noun,b-s-l,female.singular.third,basolosh
bsl,tree/goddess (feminine),noun,b-s-l,female.singular.fourth,basolo
bsl,tree/goddess (feminine),noun,b-s-l,female.plural.first,basosoloth
bsl,tree/goddess (feminine),noun,b-s-l,female.plural.second,basosoloj
bsl,tree/goddess (feminine),noun,b-s-l,female.plural.third,basosolosh
bsl,tree/goddess (feminine),noun,b-s-l,female.plural.fourth,basosolo
bsl,tree/goddess (feminine),noun,b-s-l,female.collective.first,bæseleth
bsl,tree/goddess (feminine),noun,b-s-l,female.collective.second,bæselej
bsl,tree/goddess (feminine),noun,b-s-l,female.collective.third,bæselesh
bsl,tree/goddess (feminine),noun,b-s-l,female.collective.fourth,bæsele
bsl,tree/goddess (feminine),noun,b-s-l,female.zero.first,basoflofth
bsl,tree/goddess (feminine),noun,b-s-l,female.zero.second,basoflofj
bsl,tree/goddess (feminine),noun,b-s-l,female.zero.third,basoflofsh
bsl,tree/goddess (feminine),noun,b-s-l,female.zero.fourth,basoflof
bsl,tree/goddess (feminine),noun,b-s-l,male.singular.first,basalath
bsl,tree/goddess (feminine),noun,b-s-l,male.singular.second,basalaj
bsl,tree/goddess (feminine),noun,b-s-l,male.singular.third,basalash
bsl,tree/goddess (feminine),noun,b-s-l,male.singular.fourth,basala
bsl,tree/goddess (feminine),noun,b-s-l,male.plural.first,basasalath
bsl,tree/goddess (feminine),noun,b-s-l,male.plural.second,basasalaj
bsl,tree/goddess (feminine),noun,b-s-l,male.plural.third,basasalash
bsl,tree/goddess (feminine),noun,b-s-l,male.plural.fourth,basasala
bsl,tree/goddess (feminine),noun,b-s-l,male.collective.first,bæsælæth
bsl,tree/goddess (feminine),noun,b-s-l,male.collective.second,bæsælæj
bsl,tree/goddess (feminine),noun,b-s-l,male.collective.third,bæsælæsh
bsl,tree/goddess (feminine),noun,b-s-l,male.collective.fourth,bæsælæ
bsl,tree/goddess (feminine),noun,b-s-l,male.zero.first,basaflafth
bsl,tree/goddess (feminine),noun,b-s-l,male.zero.second,basaflafj
bsl,tree/goddess (feminine),noun,b-s-l,male.zero.third,basaflafsh
bsl,tree/goddess (feminine),noun,b-s-l,male.zero.fourth,basaflaf
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.singular.first,basïflïfth
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.singular.second,basïflïfj
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.singular.third,basïflïfsh
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.singular.fourth,basïflïf
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.plural.first,basïfsïflïfth
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.plural.second,basïfsïflïfj
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.plural.third,basïfsïflïfsh
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.plural.fourth,basïfsïflïf
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.collective.first,bæsïflïfth
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.collective.second,bæsïflïfj
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.collective.third,bæsïflïfsh
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.collective.fourth,bæsïflïf
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.zero.first,basïfflïffth
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.zero.second,basïfflïffj
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.zero.third,basïfflïffsh
bsl,tree/goddess (feminine),noun,b-s-l,inanimate.zero.fourth,basïfflïff
kmdr,"worship, ritual",verb_transitive,k-m-d-r,telic_perfect.none,shakamderoko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,telic_perfect.past_visual,shakamdershëoko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,telic_perfect.hearsay,shakamderrooko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,telic_perfect.inferential,shakamdermuoko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,telic_perfect.intention,shakamderngoko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,atelic_imperfect.none,shakamedoroko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,atelic_imperfect.past_visual,shakamədorshëoko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,atelic_imperfect.hearsay,shakamodorrooko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,atelic_imperfect.inferential,shakamudormuoko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,atelic_imperfect.intention,shakamedorngoko
