key,gloss,word_class,root,form_label,surface_form
kmdr,"worship, ritual",verb_transitive,k-m-d-r,imperative.none,shaalakamadrooko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,imperative.past_visual,shaalakamadroshëoko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,imperative.hearsay,shaalakamadrorooko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,imperative.inferential,shaalakamadromuoko
kmdr,"worship, ritual",verb_transitive,k-m-d-r,imperative.intention,shaalakamadrongoko
bva,drink,verb_active,b-v-?,active.none,shabava?
bva,drink,verb_active,b-v-?,active.past_visual,shabava?shë
bva,drink,verb_active,b-v-?,active.hearsay,shabava?ro
bva,drink,verb_active,b-v-?,active.inferential,shabava?mu
bva,drink,verb_active,b-v-?,active.intention,shabava?ng
upf,eat,verb_active,?-p-f,active.none,sha?apaf
upf,eat,verb_active,?-p-f,active.past_visual,sha?apafshë
upf,eat,verb_active,?-p-f,active.hearsay,sha?apafro
upf,eat,verb_active,?-p-f,active.inferential,sha?apafmu
upf,eat,verb_active,?-p-f,active.intention,sha?apafng
bha,see,verb_active,b-h-?,active.none,shabaha?
bha,see,verb_active,b-h-?,active.past_visual,shabaha?shë
bha,see,verb_active,b-h-?,active.hearsay,shabaha?ro
bha,see,verb_active,b-h-?,active.inferential,shabaha?mu
bha,see,verb_active,b-h-?,active.intention,shabaha?ng
xaen,hunt,verb_active,x-?-n,active.none,shaxa?an
xaen,hunt,verb_active,x-?-n,active.past_visual,shaxa?anshë
xaen,hunt,verb_active,x-?-n,active.hearsay,shaxa?anro
xaen,hunt,verb_active,x-?-n,active.inferential,shaxa?anmu
xaen,hunt,verb_active,x-?-n,active.intention,shaxa?anng
sae,walk,verb_active,s-?-?,active.none,shasa?a?
sae,walk,verb_active,s-?-?,active.past_visual,shasa?a?shë
sae,walk,verb_active,s-?-?,active.hearsay,shasa?a?ro
sae,walk,verb_active,s-?-?,active.inferential,shasa?a?mu
sae,walk,verb_active,s-?-?,active.intention,shasa?a?ng
gho,live,verb_active,g-h-?,active.none,shagaha?
gho,live,verb_active,g-h-?,active.past_visual,shagaha?shë
gho,live,verb_active,g-h-?,active.hearsay,shagaha?ro
gho,live,verb_active,g-h-?,active.inferential,shagaha?mu
gho,live,verb_active,g-h-?,active.intention,shagaha?ng
aech,swim,verb_active,?-ch-?,active.none,sha?acha?
aech,swim,verb_active,?-ch-?,active.past_visual,sha?acha?shë
aech,swim,verb_active,?-ch-?,active.hearsay,sha?acha?ro
aech,swim,verb_active,?-ch-?,active.inferential,sha?acha?mu
aech,swim,verb_active,?-ch-?,active.intention,sha?acha?ng
zoduk,know,verb_stative,z-d-k,stative.none,zadakasha
zoduk,know,verb_stative,z-d-k,stative.past_visual,zadakshëasha
zoduk,know,verb_stative,z-d-k,stative.hearsay,zadakroasha
zoduk,know,verb_stative,z-d-k,stative.inferential,zadakmuasha
zoduk,know,verb_stative,z-d-k,stative.intention,zadakngasha
zoduk,know,verb_stative,z-d-k,stative_prefix.none,zadak
zoduk,know,verb_stative,z-d-k,stative_prefix.none_gnomic,zædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.probable,hozadak
zoduk,know,verb_stative,z-d-k,stative_prefix.probable_gnomic,hozædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.probable_continuous,hohozadak
zoduk,know,verb_stative,z-d-k,stative_prefix.probable_gnomic_continuous,hohozædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.inchoative,nüzadak
zoduk,know,verb_stative,z-d-k,stative_prefix.inchoative_gnomic,nüzædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.inchoative_continuous,nünüzadak
zoduk,know,verb_stative,z-d-k,stative_prefix.inchoative_gnomic_continuous,nünüzædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.cessative,nïzadak
zoduk,know,verb_stative,z-d-k,stative_prefix.cessative_gnomic,nïzædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.cessative_continuous,nïnïzadak
zoduk,know,verb_stative,z-d-k,stative_prefix.cessative_gnomic_continuous,nïnïzædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.resumptive,luzadak
zoduk,know,verb_stative,z-d-k,stative_prefix.resumptive_gnomic,luzædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.resumptive_continuous,luluzadak
zoduk,know,verb_stative,z-d-k,stative_prefix.resumptive_gnomic_continuous,luluzædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.repetitive_cess,lizadak
zoduk,know,verb_stative,z-d-k,stative_prefix.repetitive_cess_gnomic,lizædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.repetitive_cess_continuous,lilizadak
zoduk,know,verb_stative,z-d-k,stative_prefix.repetitive_cess_gnomic_continuous,lilizædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.almost,kozadak
zoduk,know,verb_stative,z-d-k,stative_prefix.almost_gnomic,kozædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.almost_continuous,kokozadak
zoduk,know,verb_stative,z-d-k,stative_prefix.almost_gnomic_continuous,kokozædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.almost_cess,kezadak
zoduk,know,verb_stative,z-d-k,stative_prefix.almost_cess_gnomic,kezædæk
zoduk,know,verb_stative,z-d-k,stative_prefix.almost_cess_continuous,kekezadak
zoduk,know,verb_stative,z-d-k,stative_prefix.almost_cess_gnomic_continuous,kekezædæk
aed,fear,verb_stative,?-?-d,stative.none,?a?adasha
aed,fear,verb_stative,?-?-d,stative.past_visual,?a?adshëasha
aed,fear,verb_stative,?-?-d,stative.hearsay,?a?adroasha
aed,fear,verb_stative,?-?-d,stative.inferential,?a?admuasha
aed,fear,verb_stative,?-?-d,stative.intention,?a?adngasha
aed,fear,verb_stative,?-?-d,stative_prefix.none,?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.none_gnomic,?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.probable,ho?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.probable_gnomic,ho?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.probable_continuous,hoho?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.probable_gnomic_continuous,hoho?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.inchoative,nü?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.inchoative_gnomic,nü?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.inchoative_continuous,nünü?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.inchoative_gnomic_continuous,nünü?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.cessative,nï?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.cessative_gnomic,nï?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.cessative_continuous,nïnï?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.cessative_gnomic_continuous,nïnï?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.resumptive,lu?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.resumptive_gnomic,lu?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.resumptive_continuous,lulu?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.resumptive_gnomic_continuous,lulu?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.repetitive_cess,li?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.repetitive_cess_gnomic,li?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.repetitive_cess_continuous,lili?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.repetitive_cess_gnomic_continuous,lili?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.almost,ko?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.almost_gnomic,ko?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.almost_continuous,koko?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.almost_gnomic_continuous,koko?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.almost_cess,ke?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.almost_cess_gnomic,ke?æ?æd
aed,fear,verb_stative,?-?-d,stative_prefix.almost_cess_continuous,keke?a?ad
aed,fear,verb_stative,?-?-d,stative_prefix.almost_cess_gnomic_continuous,keke?æ?æd
dpz,shoot at,verb_active,d-p-z,active.none,shadapaz
dpz,shoot at,verb_active,d-p-z,active.past_visual,shadapazshë
dpz,shoot at,verb_active,d-p-z,active.hearsay,shadapazro
dpz,shoot at,verb_active,d-p-z,active.inferential,shadapazmu
dpz,shoot at,verb_active,d-p-z,active.intention,shadapazng
zhrn,live,verb_active,zh-r-n,active.none,shazharan
zhrn,live,verb_active,zh-r-n,active.past_visual,shazharanshë
zhrn,live,verb_active,zh-r-n,active.hearsay,shazharanro
zhrn,live,verb_active,zh-r-n,active.inferential,shazharanmu
zhrn,live,verb_active,zh-r-n,active.intention,shazharanng
grn,bright,adjective,g-r-n,positive,goranasha
grn,bright,adjective,g-r-n,comparative,goraranasha
grn,bright,adjective,g-r-n,superlative,gerænasha
grn,bright,adjective,g-r-n,negative,gorfanasha
bsl_adj,stative adjective root,adjective,b-s-l,positive,bosalasha
bsl_adj,stative adjective root,adjective,b-s-l,comparative,bosasalasha
bsl_adj,stative adjective root,adjective,b-s-l,superlative,besælasha
bsl_adj,stative adjective root,adjective,b-s-l,negative,bosfalasha
zada,long/lengthy,adverb,z-d-?,positive.present,zadate
zada,long/lengthy,adverb,z-d-?,positive.mythic,zadatesher
zada,long/lengthy,adverb,z-d-?,positive.mythic_inferential,zadatesherëm
zada,long/lengthy,adverb,z-d-?,positive.past_auditory,zadatero
zada,long/lengthy,adverb,z-d-?,positive.past_visual,zadateshë
zada,long/lengthy,adverb,z-d-?,positive.past_inferential,zadateshëm
zada,long/lengthy,adverb,z-d-?,positive.hesternal_auditory,gokizadatero
zada,long/lengthy,adverb,z-d-?,positive.hesternal_visual,gokizadateshë
zada,long/lengthy,adverb,z-d-?,positive.hesternal_inferential,gokizadateshëm
zada,long/lengthy,adverb,z-d-?,positive.hodiernal_auditory,gozadankerom
zada,long/lengthy,adverb,z-d-?,positive.hodiernal_visual,gozadankeshë
zada,long/lengthy,adverb,z-d-?,positive.hodiernal_inferential,gozadankeshëm
zada,long/lengthy,adverb,z-d-?,positive.hodiernal_intentional,gozadankeya
zada,long/lengthy,adverb,z-d-?,positive.future_auditory,zadaterom
zada,long/lengthy,adverb,z-d-?,positive.future_inferential,zadatemu
zada,long/lengthy,adverb,z-d-?,positive.future_intentional,zadateya
zada,long/lengthy,adverb,z-d-?,positive.crastinal_auditory,gokizadaterom
zada,long/lengthy,adverb,z-d-?,positive.crastinal_inferential,gokizadatemu
zada,long/lengthy,adverb,z-d-?,positive.crastinal_intentional,gokizadateya
zada,long/lengthy,adverb,z-d-?,comparative.present,zadadate
zada,long/lengthy,adverb,z-d-?,comparative.mythic,zadadatesher
zada,long/lengthy,adverb,z-d-?,comparative.mythic_inferential,zadadatesherëm
zada,long/lengthy,adverb,z-d-?,comparative.past_auditory,zadadatero
zada,long/lengthy,adverb,z-d-?,comparative.past_visual,zadadateshë
zada,long/lengthy,adverb,z-d-?,comparative.past_inferential,zadadateshëm
zada,long/lengthy,adverb,z-d-?,comparative.hesternal_auditory,gokizadadatero
zada,long/lengthy,adverb,z-d-?,comparative.hesternal_visual,gokizadadateshë
zada,long/lengthy,adverb,z-d-?,comparative.hesternal_inferential,gokizadadateshëm
zada,long/lengthy,adverb,z-d-?,comparative.hodiernal_auditory,gozadadankerom
zada,long/lengthy,adverb,z-d-?,comparative.hodiernal_visual,gozadadankeshë
zada,long/lengthy,adverb,z-d-?,comparative.hodiernal_inferential,gozadadankeshëm
zada,long/lengthy,adverb,z-d-?,comparative.hodiernal_intentional,gozadadankeya
zada,long/lengthy,adverb,z-d-?,comparative.future_auditory,zadadaterom
zada,long/lengthy,adverb,z-d-?,comparative.future_inferential,zadadatemu
zada,long/lengthy,adverb,z-d-?,comparative.future_intentional,zadadateya
zada,long/lengthy,adverb,z-d-?,comparative.crastinal_auditory,gokizadadaterom
zada,long/lengthy,adverb,z-d-?,comparative.crastinal_inferential,gokizadadatemu
zada,long/lengthy,adverb,z-d-?,comparative.crastinal_intentional,gokizadadateya
zada,long/lengthy,adverb,z-d-?,superlative.present,zædæte
zada,long/lengthy,adverb,z-d-?,superlative.mythic,zædætesher
zada,long/lengthy,adverb,z-d-?,superlative.mythic_inferential,zædætesherëm
zada,long/lengthy,adverb,z-d-?,superlative.past_auditory,zædætero
zada,long/lengthy,adverb,z-d-?,superlative.past_visual,zædæteshë
zada,long/lengthy,adverb,z-d-?,superlative.past_inferential,zædæteshëm
zada,long/lengthy,adverb,z-d-?,superlative.hesternal_auditory,gokizædætero
zada,long/lengthy,adverb,z-d-?,superlative.hesternal_visual,gokizædæteshë
zada,long/lengthy,adverb,z-d-?,superlative.hesternal_inferential,gokizædæteshëm
zada,long/lengthy,adverb,z-d-?,superlative.hodiernal_auditory,gozædænkerom
zada,long/lengthy,adverb,z-d-?,superlative.hodiernal_visual,gozædænkeshë
zada,long/lengthy,adverb,z-d-?,superlative.hodiernal_inferential,gozædænkeshëm
zada,long/lengthy,adverb,z-d-?,superlative.hodiernal_intentional,gozædænkeya
zada,long/lengthy,adverb,z-d-?,superlative.future_auditory,zædæterom
zada,long/lengthy,adverb,z-d-?,superlative.future_inferential,zædætemu
zada,long/lengthy,adverb,z-d-?,superlative.future_intentional,zædæteya
zada,long/lengthy,adverb,z-d-?,superlative.crastinal_auditory,gokizædæterom
zada,long/lengthy,adverb,z-d-?,superlative.crastinal_inferential,gokizædætemu
zada,long/lengthy,adverb,z-d-?,superlative.crastinal_intentional,gokizædæteya
zada,long/lengthy,adverb,z-d-?,negative.present,zafdafte
zada,long/lengthy,adverb,z-d-?,negative.mythic,zafdaftesher
zada,long/lengthy,adverb,z-d-?,negative.mythic_inferential,zafdaftesherëm
zada,long/lengthy,adverb,z-d-?,negative.past_auditory,zafdaftero
zada,long/lengthy,adverb,z-d-?,negative.past_visual,zafdafteshë
zada,long/lengthy,adverb,z-d-?,negative.past_inferential,zafdafteshëm
zada,long/lengthy,adverb,z-d-?,negative.hesternal_auditory,gokizafdaftero
zada,long/lengthy,adverb,z-d-?,negative.hesternal_visual,gokizafdafteshë
zada,long/lengthy,adverb,z-d-?,negative.hesternal_inferential,gokizafdafteshëm
zada,long/lengthy,adverb,z-d-?,negative.hodiernal_auditory,gozafdafnkerom
zada,long/lengthy,adverb,z-d-?,negative.hodiernal_visual,gozafdafnkeshë
zada,long/lengthy,adverb,z-d-?,negative.hodiernal_inferential,gozafdafnkeshëm
zada,long/lengthy,adverb,z-d-?,negative.hodiernal_intentional,gozafdafnkeya
zada,long/lengthy,adverb,z-d-?,negative.future_auditory,zafdafterom
zada,long/lengthy,adverb,z-d-?,negative.future_inferential,zafdaftemu
zada,long/lengthy,adverb,z-d-?,negative.future_intentional,zafdafteya
zada,long/lengthy,adverb,z-d-?,negative.crastinal_auditory,gokizafdafterom
zada,long/lengthy,adverb,z-d-?,negative.crastinal_inferential,gokizafdaftemu
zada,long/lengthy,adverb,z-d-?,negative.crastinal_intentional,gokizafdafteya
1,number 1,numeral,1,cardinal,Pan
1,number 1,numeral,1,ordinal,Sekon
1,number 1,numeral,1,partitive,Papan
1,number 1,numeral,1,fractional,Golo
1,number 1,numeral,1,collective,Pæn
1,number 1,numeral,1,adverbial,Pante
1,number 1,numeral,1,negative_cardinal,Pafn
2,number 2,numeral,2,cardinal,Bal
2,number 2,numeral,2,ordinal,Kezon
2,number 2,numeral,2,partitive,Babal
2,number 2,numeral,2,fractional,Kalakel
2,number 2,numeral,2,collective,Bæl
2,number 2,numeral,2,adverbial,Balte
2,number 2,numeral,2,negative_cardinal,Bafl
3,number 3,numeral,3,cardinal,Bhan
3,number 3,numeral,3,ordinal,Bhalon
3,number 3,numeral,3,partitive,Bhabhan
3,number 3,numeral,3,fractional,Bhavel
3,number 3,numeral,3,collective,Bhæn
3,number 3,numeral,3,adverbial,Bhante
3,number 3,numeral,3,negative_cardinal,Bhfan
4,number 4,numeral,4,cardinal,Mal
4,number 4,numeral,4,ordinal,Malon
4,number 4,numeral,4,partitive,Mamal
4,number 4,numeral,4,fractional,Malfel
4,number 4,numeral,4,collective,Mæl
4,number 4,numeral,4,adverbial,Malte
4,number 4,numeral,4,negative_cardinal,Mafl
5,number 5,numeral,5,cardinal,Tan
5,number 5,numeral,5,ordinal,Talon
5,number 5,numeral,5,partitive,Tatan
5,number 5,numeral,5,fractional,Tanfel
5,number 5,numeral,5,collective,Tæn
5,number 5,numeral,5,adverbial,Tante
5,number 5,numeral,5,negative_cardinal,Tafn
6,number 6,numeral,6,cardinal,Dal
6,number 6,numeral,6,ordinal,Dalon
6,number 6,numeral,6,partitive,Dadal
6,number 6,numeral,6,fractional,Dalfel
6,number 6,numeral,6,collective,Dæl
6,number 6,numeral,6,adverbial,Dalte
6,number 6,numeral,6,negative_cardinal,Dafl
7,number 7,numeral,7,cardinal,Dhan
7,number 7,numeral,7,ordinal,Dhanon
7,number 7,numeral,7,partitive,Dhadhan
7,number 7,numeral,7,fractional,Dhanfel
7,number 7,numeral,7,collective,Dhæn
7,number 7,numeral,7,adverbial,Dhante
7,number 7,numeral,7,negative_cardinal,Dhfan
8,number 8,numeral,8,cardinal,Nal
8,number 8,numeral,8,ordinal,Nalon
8,number 8,numeral,8,partitive,Nanal
8,number 8,numeral,8,fractional,Nalfel
8,number 8,numeral,8,collective,Næl
8,number 8,numeral,8,adverbial,Nalte
8,number 8,numeral,8,negative_cardinal,Nafl
9,number 9,numeral,9,cardinal,Kan
9,number 9,numeral,9,ordinal,Kanon
9,number 9,numeral,9,partitive,Kakan
9,number 9,numeral,9,fractional,Kanfel
9,number 9,numeral,9,collective,Kæn
9,number 9,numeral,9,adverbial,Kante
9,number 9,numeral,9,negative_cardinal,Kafn
10,number 10,numeral,10,cardinal,Gal
10,number 10,numeral,10,ordinal,Galon
10,number 10,numeral,10,partitive,Gagal
10,number 10,numeral,10,fractional,Galfel
10,number 10,numeral,10,collective,Gæl
10,number 10,numeral,10,adverbial,Galte
10,number 10,numeral,10,negative_cardinal,Gafl
11,number 11,numeral,11,cardinal,Ghan
11,number 11,numeral,11,ordinal,Ghanon
11,number 11,numeral,11,partitive,Ghaghan
11,number 11,numeral,11,fractional,Ghanfel
11,number 11,numeral,11,collective,Ghæn
11,number 11,numeral,11,adverbial,Ghante
11,number 11,numeral,11,negative_cardinal,Ghfan
12,number 12,numeral,12,cardinal,Nger
12,number 12,numeral,12,ordinal,Ngeron
12,number 12,numeral,12,partitive,Ngenger
12,number 12,numeral,12,fractional,Ngerfel
12,number 12,numeral,12,collective,Nger
12,number 12,numeral,12,adverbial,Ngerte
12,number 12,numeral,12,negative_cardinal,Ngfer
13,number 13,numeral,13,cardinal,NgerPan
13,number 13,numeral,13,ordinal,NgerSekon
13,number 13,numeral,13,partitive,NgerPapan
13,number 13,numeral,13,fractional,NgerPanfel
13,number 13,numeral,13,collective,NgerPæn
13,number 13,numeral,13,adverbial,NgerPante
13,number 13,numeral,13,negative_cardinal,NgferPan
20,number 20,numeral,20,cardinal,NgerNal
20,number 20,numeral,20,ordinal,NgerNalon
20,number 20,numeral,20,partitive,NgerNanal
20,number 20,numeral,20,fractional,NgerNalfel
20,number 20,numeral,20,collective,NgerNæl
20,number 20,numeral,20,adverbial,NgerNalte
20,number 20,numeral,20,negative_cardinal,NgferNal
24,number 24,numeral,24,cardinal,BalNger
24,number 24,numeral,24,ordinal,BalNgeron
24,number 24,numeral,24,partitive,BalNgenger
24,number 24,numeral,24,fractional,BalNgerfel
24,number 24,numeral,24,collective,BælNger
24,number 24,numeral,24,adverbial,BalNgerte
24,number 24,numeral,24,negative_cardinal,BaflNger
36,number 36,numeral,36,cardinal,BhanNger
36,number 36,numeral,36,ordinal,BhanNgeron
36,number 36,numeral,36,partitive,BhanNgenger
36,number 36,numeral,36,fractional,BhanNgerfel
36,number 36,numeral,36,collective,BhænNger
36,number 36,numeral,36,adverbial,BhanNgerte
36,number 36,numeral,36,negative_cardinal,BhfanNger
48,number 48,numeral,48,cardinal,MalNger
48,number 48,numeral,48,ordinal,MalNgeron
48,number 48,numeral,48,partitive,MalNgenger
48,number 48,numeral,48,fractional,MalNgerfel
48,number 48,numeral,48,collective,MælNger
48,number 48,numeral,48,adverbial,MalNgerte
48,number 48,numeral,48,negative_cardinal,MaflNger
59,number 59,numeral,59,cardinal,MalNgerGhan
59,number 59,numeral,59,ordinal,MalNgerGhanon
59,number 59,numeral,59,partitive,MalNgerGhaghan
59,number 59,numeral,59,fractional,MalNgerGhanfel
59,number 59,numeral,59,collective,MælNgerGhæn
59,number 59,numeral,59,adverbial,MalNgerGhante
59,number 59,numeral,59,negative_cardinal,MaflNgerGhan
60,number 60,numeral,60,cardinal,Vibhi
60,number 60,numeral,60,ordinal,Vibhisekon
60,number 60,numeral,60,partitive,Vibhibhi
60,number 60,numeral,60,fractional,Vibhifel
60,number 60,numeral,60,collective,Vibhi
60,number 60,numeral,60,adverbial,Vibhite
60,number 60,numeral,60,negative_cardinal,Vifbhi
120,number 120,numeral,120,cardinal,BalVibhi
120,number 120,numeral,120,ordinal,KezonVibhi
120,number 120,numeral,120,partitive,BabalVibhi
120,number 120,numeral,120,fractional,BalVibhifel
120,number 120,numeral,120,collective,BælVibhi
120,number 120,numeral,120,adverbial,BalVibhite
120,number 120,numeral,120,negative_cardinal,BaflVibhi
